Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot21,"Swankyorc",easy,21,Failed,"Admin Office","Admin Office: Objective #3","1","00:52:15","01:04:16",
Bot22,"ShadowXtrex",easy,18,Failed,"Security Office","Security Office: Objective #2","1","00:52:15","00:53:29",
Bot23,"Belzedar",easy,19,Failed,"Containment Block Bedroom","Containment Block Bedroom: Objective #1","1","00:52:15","00:54:00",
Bot24,"MadByte",easy,13,Failed,"Conference Room","Conference Room: Objective #4","1","00:52:16","00:56:03",
Bot25,"TinglePlayerParkov",easy,15,Failed,"Conference Room","Conference Room: Objective #3","1","00:52:16","00:54:47",
Bot27,"Mauzy-Mir",easy,13,Failed,"Main Elevator Power Switch","Main Elevator Power Switch: Objective #1","1","00:52:16","00:52:27",
Bot26,"Valens",easy,19,Failed,"Main Elevator Power Switch","Main Elevator Power Switch: Objective #1","1","00:52:16","00:52:21",
[Not Spawned],"Алик Японец",normal,1,,,,,,,
[Not Spawned],"Арсен Фартовый",easy,1,,,,,,,
[Not Spawned],"Руся Дробь",normal,1,,,,,,,
[Not Spawned],"Андрюха Снайпер",normal,1,,,,,,,
[Not Spawned],"Валёк Матчмейкер",normal,1,,,,,,,
[Not Spawned],"Ильнур Модельер",impossible,1,,,,,,,
[Not Spawned],"Володя Кривой",normal,1,,,,,,,
[Not Spawned],"Зураб Телега",normal,1,,,,,,,
[Not Spawned],"Жорес Вдовец",normal,1,,,,,,,
[Not Spawned],"Коля Дрищ",normal,1,,,,,,,
[Not Spawned],"Юрий Телега",normal,1,,,,,,,
[Not Spawned],"Паисий Сендвич",normal,1,,,,,,,
[Not Spawned],"Олег Бобёр",normal,1,,,,,,,
[Not Spawned],"Глеб Бубэльбуш",easy,1,,,,,,,
[Not Spawned],"Саня Телега",easy,1,,,,,,,
