Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot38,"Karthel",easy,10,Failed,"Dirty Blood","Item Infected blood sample","1","20:51:53","20:53:37",
Bot39,"ixcetotis",normal,19,Failed,"Sewage Conduit Pump Switch","Sewage Conduit Pump Switch: Objective #1","1","20:51:53","20:51:58",
Bot39,"ixcetotis",normal,19,Failed,"Boss Hunter (pmcBot)","Spawn Point (-183.65 2.71 -227.12)","1","20:51:59","20:52:35",
Bot40,"MoxoPixel",hard,14,Active,"Beneath The Streets","Zone Control_room","1","20:51:53","N/A",
Bot41,"IdiotTurtle",normal,13,Failed,"Server Room Control Room","Server Room Control Room: Objective #1","1","20:51:54","20:56:15",
Bot42,"gamesensical",easy,2,Failed,"Find the Source","Item V.O. signed diary","1","20:51:54","20:53:50",
Bot43,"Grasyl",hard,9,Failed,"Security Office","Security Office: Objective #2","1","20:51:54","20:54:21",
Bot44,"bushtail",easy,19,Failed,"Beneath The Streets","Zone Transits_streets","1","20:51:55","20:53:20",
[Not Spawned],"Ваня Болт",normal,1,,,,,,,
[Not Spawned],"Рудик Почетный",easy,1,,,,,,,
[Not Spawned],"Владик Пикатиний",normal,1,,,,,,,
[Not Spawned],"Платон Письменный",easy,1,,,,,,,
[Not Spawned],"Леха Бутират",easy,1,,,,,,,
[Not Spawned],"Володарчик Почетный",normal,1,,,,,,,
[Not Spawned],"Арни Сиплый",normal,1,,,,,,,
[Not Spawned],"Ростя Мавр",normal,1,,,,,,,
[Not Spawned],"Яша Любитель",normal,1,,,,,,,
[Not Spawned],"Сема Говорун",normal,1,,,,,,,
[Not Spawned],"Сема Глушитель",easy,1,,,,,,,
[Not Spawned],"Леоня Полтинник",easy,1,,,,,,,
[Not Spawned],"Зураб Фонарь",hard,1,,,,,,,
[Not Spawned],"Марат Алмазный",normal,1,,,,,,,
[Not Spawned],"Костыль Заводской",easy,1,,,,,,,
